attendance,id,int,4,10,0,0,YES,NULL,NULL,NULL
attendance,id,int,4,10,0,0,NO,NULL,NULL,NULL
attendance,employee_id,int,4,10,0,1,NO,FK__attendanc__emplo__45F365D3,employees,id
attendance,login_time,datetime,8,23,3,1,NO,NULL,NULL,NULL
attendance,logout_time,datetime,8,23,3,1,NO,NULL,NULL,NULL
attendance,on_leave,bit,1,1,0,1,NO,NULL,NULL,NULL
attendance,work_hours,float,8,53,0,1,NO,NULL,NULL,NULL
break_intervals,id,int,4,10,0,0,YES,NULL,NULL,NULL
break_intervals,id,int,4,10,0,0,NO,NULL,NULL,NULL
break_intervals,session_id,int,4,10,0,0,NO,FK__break_int__sessi__18EBB532,work_sessions,id
break_intervals,session_id,int,4,10,0,0,NO,FK__break_int__sessi__18EBB532,work_sessions,id
break_intervals,start_time,datetime,8,23,3,0,NO,NULL,NULL,NULL
break_intervals,end_time,datetime,8,23,3,1,NO,NULL,NULL,NULL
daily_quotes,id,int,4,10,0,0,YES,NULL,NULL,NULL
daily_quotes,id,int,4,10,0,0,NO,NULL,NULL,NULL
daily_quotes,date_utc,datetime,8,23,3,0,NO,NULL,NULL,NULL
daily_quotes,text,varchar,-1,0,0,0,NO,NULL,NULL,NULL
daily_quotes,author,varchar,-1,0,0,1,NO,NULL,NULL,NULL
employee_coins,id,int,4,10,0,0,YES,NULL,NULL,NULL
employee_coins,id,int,4,10,0,0,NO,NULL,NULL,NULL
employee_coins,employee_id,int,4,10,0,0,NO,FK__employee___emplo__6FE99F9F,employees,id
employee_coins,accrual_date,datetime,8,23,3,0,NO,NULL,NULL,NULL
employee_coins,expiry_date,datetime,8,23,3,0,NO,NULL,NULL,NULL
employee_coins,status,varchar,-1,0,0,1,NO,NULL,NULL,NULL
employee_coins,spent_on,datetime,8,23,3,1,NO,NULL,NULL,NULL
employee_coins,leave_request_id,int,4,10,0,1,NO,FK__employee___leave__70DDC3D8,leave_requests,id
employees,id,int,4,10,0,0,YES,NULL,NULL,NULL
employees,id,int,4,10,0,0,NO,NULL,NULL,NULL
employees,name,varchar,-1,0,0,1,NO,NULL,NULL,NULL
employees,user_id,int,4,10,0,1,NO,FK__employees__user___4316F928,users,id
employees,user_id,int,4,10,0,1,NO,FK_Employee_User,users,id
employees,user_id,int,4,10,0,1,NO,FK__employees__user___4316F928,users,id
employees,user_id,int,4,10,0,1,NO,FK_Employee_User,users,id
leave_coin_txn,id,int,4,10,0,0,YES,NULL,NULL,NULL
leave_coin_txn,employee_id,int,4,10,0,0,NO,FK_leave_coin_txn_employee,employees,id
leave_coin_txn,coin_id,int,4,10,0,1,NO,FK_leave_coin_txn_coin,leave_coins,id
leave_coin_txn,type,varchar,20,0,0,0,NO,NULL,NULL,NULL
leave_coin_txn,amount,int,4,10,0,0,NO,NULL,NULL,NULL
leave_coin_txn,ref_leave_request_id,int,4,10,0,1,NO,FK_leave_coin_txn_leave,leave_requests,id
leave_coin_txn,occurred_at,datetime2,8,27,7,0,NO,NULL,NULL,NULL
leave_coin_txn,comment,varchar,-1,0,0,1,NO,NULL,NULL,NULL
leave_coins,id,int,4,10,0,0,YES,NULL,NULL,NULL
leave_coins,employee_id,int,4,10,0,0,NO,FK_leave_coins_employee,employees,id
leave_coins,grant_date,datetime2,8,27,7,0,NO,NULL,NULL,NULL
leave_coins,expiry_date,datetime2,8,27,7,0,NO,NULL,NULL,NULL
leave_coins,quantity,int,4,10,0,0,NO,NULL,NULL,NULL
leave_coins,remaining,int,4,10,0,0,NO,NULL,NULL,NULL
leave_coins,source,varchar,100,0,0,0,NO,NULL,NULL,NULL
leave_coins,created_at,datetime2,8,27,7,0,NO,NULL,NULL,NULL
leave_requests,id,int,4,10,0,0,YES,NULL,NULL,NULL
leave_requests,id,int,4,10,0,0,NO,NULL,NULL,NULL
leave_requests,employee_id,int,4,10,0,0,NO,FK__leave_req__emplo__5EBF139D,employees,id
leave_requests,start_date,datetime,8,23,3,0,NO,NULL,NULL,NULL
leave_requests,end_date,datetime,8,23,3,0,NO,NULL,NULL,NULL
leave_requests,leave_type,varchar,-1,0,0,0,NO,NULL,NULL,NULL
leave_requests,status,varchar,-1,0,0,1,NO,NULL,NULL,NULL
leave_requests,reason,varchar,-1,0,0,1,NO,NULL,NULL,NULL
users,id,int,4,10,0,0,YES,NULL,NULL,NULL
users,id,int,4,10,0,0,NO,NULL,NULL,NULL
users,username,varchar,150,0,0,1,NO,NULL,NULL,NULL
users,hashed_password,varchar,-1,0,0,1,NO,NULL,NULL,NULL
users,role,varchar,50,0,0,1,NO,NULL,NULL,NULL
work_sessions,id,int,4,10,0,0,YES,NULL,NULL,NULL
work_sessions,id,int,4,10,0,0,NO,NULL,NULL,NULL
work_sessions,employee_id,int,4,10,0,0,NO,FK__work_sess__emplo__160F4887,employees,id
work_sessions,employee_id,int,4,10,0,0,NO,FK_work_sessions_employee,employees,id
work_sessions,employee_id,int,4,10,0,0,NO,FK__work_sess__emplo__160F4887,employees,id
work_sessions,employee_id,int,4,10,0,0,NO,FK_work_sessions_employee,employees,id
work_sessions,employee_id,int,4,10,0,0,NO,FK__work_sess__emplo__160F4887,employees,id
work_sessions,employee_id,int,4,10,0,0,NO,FK_work_sessions_employee,employees,id
work_sessions,clock_in_time,datetime,8,23,3,0,NO,NULL,NULL,NULL
work_sessions,clock_out_time,datetime,8,23,3,1,NO,NULL,NULL,NULL
work_sessions,status,varchar,-1,0,0,0,NO,NULL,NULL,NULL
work_sessions,total_work_seconds,int,4,10,0,0,NO,NULL,NULL,NULL
